curso_id,nombre,seccion,creditos,escuela_id,formato_id,campus_id,docente_id
PRC100R,Retiro: Dimensión Bíblica,1,0,1,1,1,1
PRC100S,Servicio Pastoral. Mundo Infantil y Juvenil,1,0,1,1,1,1
PRC200R,Retiro: Cristo en el Misterio de Hoy,1,0,1,1,1,1
PRC200S,Servicio Pastoral. Mundo Tercera Edad,1,0,1,1,1,1
PRC300R,Retiro: Dimensión Carismática,1,0,1,1,1,1
PRC400R,Ejercicios Espirituales,1,0,1,1,1,1
VRA1220,Taller de Habilidades para la Vida Universitaria I,1,5,1,1,1,2
VRA1220,Taller de Habilidades para la Vida Universitaria I,2,5,1,1,1,3
VRA1220,Taller de Habilidades para la Vida Universitaria I,3,5,1,1,1,4
VRA3000,Convenio Postgrado Puc-U Chile,1,1,1,2,2,5
VRA4000,Integridad Académica en la Uc,1,0,1,1,1,6
VRA4000,Integridad Académica en la Uc,1,0,1,1,1,1
VRA4000,Integridad Académica en la Uc,2,0,1,1,1,6
VRA4000,Integridad Académica en la Uc,2,0,1,1,1,1
VRA4000,Integridad Académica en la Uc,3,0,1,1,1,6
VRA4000,Integridad Académica en la Uc,3,0,1,1,1,1
VRA4000,Integridad Académica en la Uc,4,0,1,1,1,6
VRA4000,Integridad Académica en la Uc,4,0,1,1,1,1
ACO256E,Improvisación y Máscara,1,10,2,2,1,7
ACO264E,Habilidades Comunicativas Orales,1,10,2,2,2,8
ACO264E,Habilidades Comunicativas Orales,2,10,2,2,2,9
ACO264E,Habilidades Comunicativas Orales,3,10,2,2,1,10
ACO264E,Habilidades Comunicativas Orales,4,10,2,2,1,10
ACO286E,Cuerpo y Espacio Escénico,1,10,2,2,3,11
ACO3023,Taller de Creación Escénica,1,10,2,2,3,12
ACO4001,Performance y Artes Vivas,1,10,2,3,3,13
ACO4007,Teatrología Ii: Aplicaciones y Materialidades,1,10,2,3,3,14
ACT101A,Taller de Montaje: Teatro Dramático,1,15,2,2,3,15
ACT101B,Taller de Montaje: Teatro Fragmentario,1,15,2,2,3,16
ACT101C,Taller de Montaje: Teatro Épico y Narrativo,1,15,2,2,3,17
ACT103A,Procesos Creativos del Cuerpo,1,10,2,2,3,12
ACT103C,Cuerpo y Memoria,1,10,2,2,3,18
ACT105A,"Estudios Teatrales en Chile: Problemas, Contextos y Prácticas",1,10,2,2,3,19
ACT105B,Poiéticas Teatrales,1,10,2,2,3,20
ACT106B,Ejercicios de Escritura Teatral,1,10,2,2,3,21
ACT106D,Taller de Dramaturgía,1,10,2,2,3,22
ACT107B,Dirección a Partir de Soportes Textuales No Dramáticos,1,10,2,2,3,23
ACT107C,Dirección de Actores en la Puesta en Escena,1,10,2,2,3,24
ACT111,Actuación I: Percepción Teatral,1,10,2,2,3,25
ACT111,Actuación I: Percepción Teatral,2,10,2,2,3,26
ACT111,Actuación I: Percepción Teatral,3,10,2,2,3,27
ACT112,Voz I: Percepción,1,5,2,2,3,10
ACT112,Voz I: Percepción,2,5,2,2,3,28
ACT112,Voz I: Percepción,3,5,2,2,3,29
ACT113,Movimiento I: Conciencia Corporal,1,5,2,2,3,11
ACT113,Movimiento I: Conciencia Corporal,2,5,2,2,3,30
ACT113,Movimiento I: Conciencia Corporal,3,5,2,2,3,31
ACT114,Teatro Chileno,1,10,2,2,3,32
ACT115,El Proceso de Creación Teatral,1,10,2,2,3,21
ACT115,El Proceso de Creación Teatral,1,10,2,2,3,33
ACT115,El Proceso de Creación Teatral,2,10,2,2,1,34
ACT1291,Re-Conociendo la Emoción,1,10,2,2,3,35
ACT1294,Laboratorio de Puesta en Escena para Lenguaje Audiovisual,1,10,2,2,3,24
ACT1305,Actuación: Exploración y Acontecimiento,1,10,2,2,3,15
ACT1307,Comunicación Expresiva: Conciencia Vocal y Corporal,1,10,2,2,1,9
ACT1307,Comunicación Expresiva: Conciencia Vocal y Corporal,2,10,2,2,1,36
ACT131,Actuación Iii: la Escena Moderna en el Siglo XX,1,10,2,2,3,37
ACT131,Actuación Iii: la Escena Moderna en el Siglo XX,2,10,2,2,3,38
ACT131,Actuación Iii: la Escena Moderna en el Siglo XX,3,10,2,2,3,39
ACT1311,Mitos Clásicos y Creación de Relatos en la Dramaturgia,1,10,2,2,2,22
ACT1312,Performance Como Experiencia para la Transformación Social,1,10,2,1,3,13
ACT1313,Problemas de las Artes Escénicas Hoy,1,10,2,2,1,40
ACT1314,Teatro Aplicado,1,10,2,2,1,14
ACT1314,Teatro Aplicado,1,10,2,2,1,41
ACT1314,Teatro Aplicado,1,10,2,2,1,42
ACT1314,Teatro Aplicado,2,10,2,2,1,14
ACT1314,Teatro Aplicado,2,10,2,2,1,41
ACT1314,Teatro Aplicado,2,10,2,2,1,42
ACT1315,La Experiencia de la Creación Teatral,1,10,2,2,1,7
ACT1315,La Experiencia de la Creación Teatral,2,10,2,2,1,37
ACT1318,Improvisación y Juego Escénico,1,10,2,2,3,7
ACT132,Voz Iii: Texto y Expresividad,1,5,2,2,3,36
ACT132,Voz Iii: Texto y Expresividad,2,5,2,2,3,43
ACT132,Voz Iii: Texto y Expresividad,3,5,2,2,3,10
ACT133,Movimiento Iii: Articulación y Construcción,1,5,2,2,3,44
ACT133,Movimiento Iii: Articulación y Construcción,2,5,2,2,3,6
ACT133,Movimiento Iii: Articulación y Construcción,3,5,2,2,3,30
ACT134,Del Teatro Barroco al Realismo Histórico,1,10,2,2,3,45
ACT134,Del Teatro Barroco al Realismo Histórico,2,10,2,2,3,32
ACT136,Teoría y Práctica de la Dramaturgía II,1,10,2,2,3,46
ACT136,Teoría y Práctica de la Dramaturgía II,2,10,2,2,3,47
ACT139,Pedagogía Teatral,1,10,2,2,3,6
ACT139,Pedagogía Teatral,2,10,2,2,3,6
ACT141,Actuación Iv: la Escena Clásica y Barroca,1,10,2,2,3,45
ACT141,Actuación Iv: la Escena Clásica y Barroca,2,10,2,2,3,48
ACT141,Actuación Iv: la Escena Clásica y Barroca,3,10,2,2,3,44
ACT142,Voz Iv: Texto Clásico,1,5,2,2,3,36
ACT142,Voz Iv: Texto Clásico,2,5,2,2,3,43
ACT142,Voz Iv: Texto Clásico,3,5,2,2,3,6
ACT143,Movimiento Iv: Dramaturgia Corporal,1,5,2,2,3,6
ACT143,Movimiento Iv: Dramaturgia Corporal,2,5,2,2,3,31
ACT143,Movimiento Iv: Dramaturgia Corporal,3,5,2,2,3,18
ACT148,Gestión y Producción Teatral,1,10,2,2,3,49
ACT154,Transformaciones del Cuerpo y la Palabra en Escena (2da Mitad Siglo Xx),1,10,2,2,3,50
ACT181,Realización Artística,1,20,2,2,3,51
ACT181,Realización Artística,2,20,2,2,3,52
ACT181,Realización Artística,3,20,2,2,3,6
ACT185,Taller de Investigación Teórica,1,10,2,2,3,19
ACT185,Taller de Investigación Teórica,2,10,2,2,3,40
ACT185,Taller de Investigación Teórica,3,10,2,2,3,53
AGC204,Mecanizacion,1,10,3,2,1,54
AGC206,Producción de Cultivos,2,10,3,2,1,55
AGC206,Producción de Cultivos,2,10,3,2,1,56
AGC206,Producción de Cultivos,4,10,3,2,1,57
AGC206,Producción de Cultivos,4,10,3,2,1,58
AGC220,Flora Nativa,1,10,3,2,1,59
AGC220,Flora Nativa,1,10,3,2,1,60
AGC220,Flora Nativa,1,10,3,2,1,61
AGC250,Manejo de Céspedes,1,10,3,2,1,62
AGC261,Material Vegetal y Diseño de Parques y Jardines,1,10,3,2,1,63
AGC262,Manejo del Paisaje,1,10,3,2,1,64
AGC3002,Viticultura Avanzada,1,10,3,2,1,65
AGC310,Sistemas Intensivos de Producción Vegetal,1,10,3,2,1,66
AGC312,Biología y Producción de Semillas,1,10,3,2,1,55
AGC313,Principios de Mejoramiento Genético,1,10,3,2,1,57
AGC317,Biología y Manejo de Malezas,1,10,3,2,1,67
AGC317,Biología y Manejo de Malezas,1,10,3,2,1,68
AGC318,Biotecnología Agropecuaria,1,10,3,2,1,69
AGC318,Biotecnología Agropecuaria,1,10,3,2,1,70
AGC319,Diseño y Manejo del Riego para Cultivos,1,10,3,2,1,71
AGC322,Ciencia de Plaguicidas e Interacciones Ambientales,1,10,3,2,1,72
AGC3600,Propiedades y Manejo de Pesticidas,1,10,3,2,1,72
AGC3610,Virología Vegetal,1,10,3,2,1,73
AGC3650,Monitoreo e Identificacion de Insectos,1,10,3,2,1,74
AGC3661,Metabolismo Intermediario de Plantas,1,10,3,2,1,75
AGC3665,Biotecnologia Vegetal,1,10,3,2,1,70
AGC3665,Biotecnologia Vegetal,1,10,3,2,1,69
AGC3666,Fisiología de Plantas Frutales,1,10,3,2,1,65
AGC3667,Relacion Suelo-Planta-Agua,1,10,3,2,1,65
AGC3667,Relacion Suelo-Planta-Agua,1,10,3,2,1,76
AGC3779,Fisiología de Plantas Cultivadas,1,10,3,2,1,77
AGC3781,Microbiología de Fermentaciones,1,10,3,2,1,78
AGC3783,Anatomía Vegetal Aplicada,1,5,3,2,1,59
AGC3784,Microbiología e Inocuidad de Frutas y Verduras,1,10,3,2,1,79
AGC3800,Tesis I,1,20,3,2,1,80
AGC3800,Tesis I,1,20,3,2,1,1
AGC3801,Tesis II,1,30,3,2,1,80
AGC3801,Tesis II,1,30,3,2,1,1
AGE206,Introducción a la Economía Ambiental y de los Recursos Naturales,1,10,3,2,1,81
AGE207,Economía Agraria y Ambiental,1,10,3,2,1,82
AGE207,Economía Agraria y Ambiental,2,10,3,2,1,83
AGE207,Economía Agraria y Ambiental,3,10,3,2,1,84
AGE259,Comercialización Internacional de Fruta Fresca,1,10,3,2,1,85
AGE3009,Dirección Estratégica,1,10,3,2,1,86
AGE303,Estrategia Empresarial,1,10,3,2,1,86
AGE308,Comercialización Agropecuaria,1,10,3,2,1,6
AGE312,Políticas Agrarias,1,10,3,2,1,87
AGE313,Economía Ambiental,1,10,3,2,1,81
AGE315,Gestión de Operaciones,1,10,3,2,1,88
AGE317,Análisis de Decisiones,1,10,3,2,1,89
AGE3666,Entorno Legal y Tributario de la Actividad Silvoagropecuaria,1,10,3,2,1,90
AGE3667,Finanzas Corporativas y Sustentabilidad,1,10,3,2,1,91
AGE3792,Politicas Agrarias,1,10,3,2,1,87
AGE3796,Desarrollo Económico de la Agricultura,1,10,3,2,1,92
AGE3801,Economía del Agua,1,10,3,2,1,93
AGE3810,Métodos Matemáticos para Microeconomía Aplicada,1,10,3,2,1,93
AGE3811,Fundamentos de la Economía Agraria y Ambiental,1,10,3,2,1,92
AGE3812,Seminario de Economía Agraria y Ambiental I,1,5,3,2,1,82
AGE3814,Seminario de Economía Agraria y Ambiental III,1,5,3,2,1,92
AGE3815,Análisis Microeconómico II,1,10,3,2,1,89
AGE3817,Tesis,1,30,3,2,1,1
AGE3819,Métodos Experimentales en Economía Agraria y Ambiental,1,10,3,2,1,82
AGF201,Fruticultura,1,10,3,2,1,94
AGF201,Fruticultura,1,10,3,2,1,95
AGF201,Fruticultura,2,10,3,2,1,94
AGF201,Fruticultura,2,10,3,2,1,95
AGF201,Fruticultura,3,10,3,2,1,94
AGF201,Fruticultura,3,10,3,2,1,95
AGF321,Agricultura Orgánica,1,10,3,2,1,80
AGF321,Agricultura Orgánica,1,10,3,2,1,96
AGF321,Agricultura Orgánica,1,10,3,2,1,78
AGF321,Agricultura Orgánica,1,10,3,2,1,97
AGF321,Agricultura Orgánica,1,10,3,2,1,98
AGF321,Agricultura Orgánica,1,10,3,2,1,67
AGF326,Vinificación,1,10,3,2,1,99
AGF326,Vinificación,1,10,3,2,1,100
AGF327,Frutales de Hoja Caduca I,1,10,3,2,1,101
AGF327,Frutales de Hoja Caduca I,1,10,3,2,1,102
AGF328,Frutales de Hoja Persistente,1,10,3,2,1,103
AGF329,Poscosecha de Frutas,1,10,3,2,1,101
AGF330,Propagación de Plantas,1,10,3,2,1,103
AGF330,Propagación de Plantas,1,10,3,2,1,77
AGF331,Química y Microbiología del Vino,1,10,3,2,1,100
AGF331,Química y Microbiología del Vino,1,10,3,2,1,78
AGF335,Cervecería y Otras Bebidas Fermentadas,1,10,3,2,1,104
AGF338,Taller de Fermentaciones,1,10,3,2,1,105
AGL009,Taller de Excel,1,5,3,2,1,106
AGL030,Taller de Sistemas Agrícolas y Forestales I,1,5,3,2,1,6
AGL030,Taller de Sistemas Agrícolas y Forestales I,2,5,3,2,1,6
AGL030,Taller de Sistemas Agrícolas y Forestales I,3,5,3,2,1,6
AGL030,Taller de Sistemas Agrícolas y Forestales I,4,5,3,2,1,6
AGL030,Taller de Sistemas Agrícolas y Forestales I,5,5,3,2,1,6
AGL030,Taller de Sistemas Agrícolas y Forestales I,6,5,3,2,1,6
AGL060,Taller 3,1,5,3,2,1,69
AGL060,Taller 3,2,5,3,2,1,107
AGL070,Taller 4,1,5,3,2,1,108
AGL070,Taller 4,2,5,3,2,1,108
AGL090,Taller 5,1,5,3,2,1,64
AGL090,Taller 5,1,5,3,2,1,109
AGL090,Taller 5,2,5,3,2,1,64
AGL090,Taller 5,2,5,3,2,1,110
AGL100,Practica de Verano 1,1,0,3,2,1,1
AGL101,Botanica,1,10,3,2,1,59
AGL101,Botanica,1,10,3,2,1,60
AGL101,Botanica,1,10,3,2,1,61
AGL101,Botanica,2,10,3,2,1,59
AGL101,Botanica,2,10,3,2,1,60
AGL101,Botanica,2,10,3,2,1,61
AGL110,Suelos y Fertilidad,1,10,3,2,1,98
AGL110,Suelos y Fertilidad,1,10,3,2,1,111
AGL110,Suelos y Fertilidad,1,10,3,2,1,112
AGL110,Suelos y Fertilidad,2,10,3,2,1,112
AGL110,Suelos y Fertilidad,2,10,3,2,1,111
AGL110,Suelos y Fertilidad,2,10,3,2,1,98
AGL110,Suelos y Fertilidad,3,10,3,2,1,113
AGL111,Agua y Riego,1,10,3,2,1,76
AGL111,Agua y Riego,1,10,3,2,1,6
AGL111,Agua y Riego,1,10,3,2,1,71
AGL111,Agua y Riego,2,10,3,2,1,71
AGL111,Agua y Riego,2,10,3,2,1,6
AGL111,Agua y Riego,2,10,3,2,1,76
AGL111,Agua y Riego,3,10,3,2,1,71
AGL111,Agua y Riego,3,10,3,2,1,6
AGL111,Agua y Riego,3,10,3,2,1,76
AGL112,Climatologia,1,10,3,2,1,114
AGL112,Climatologia,1,10,3,2,1,115
AGL112,Climatologia,2,10,3,2,1,114
AGL112,Climatologia,2,10,3,2,1,115
AGL150,Practica de Licenciatura,1,0,3,2,1,1
AGL200,Practica de Verano 2,1,0,3,2,1,71
AGL201,Estadistica,1,10,3,2,1,116
AGL201,Estadistica,2,10,3,2,1,117
AGL203,Genetica y Biotecnologia,2,10,3,2,1,118
AGL203,Genetica y Biotecnologia,5,10,3,2,1,70
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",1,10,3,2,1,119
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",1,10,3,2,1,101
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",1,10,3,2,1,6
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",1,10,3,2,1,99
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",2,10,3,2,1,119
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",2,10,3,2,1,101
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",2,10,3,2,1,6
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",2,10,3,2,1,99
AGL211,Proteccion de Plantas,1,10,3,2,1,96
AGL211,Proteccion de Plantas,1,10,3,2,1,120
AGL211,Proteccion de Plantas,1,10,3,2,1,68
AGL211,Proteccion de Plantas,1,10,3,2,1,56
AGL211,Proteccion de Plantas,2,10,3,2,1,96
AGL211,Proteccion de Plantas,2,10,3,2,1,120
AGL211,Proteccion de Plantas,2,10,3,2,1,68
AGL211,Proteccion de Plantas,2,10,3,2,1,56
AGL211,Proteccion de Plantas,3,10,3,2,1,96
AGL211,Proteccion de Plantas,3,10,3,2,1,120
AGL211,Proteccion de Plantas,3,10,3,2,1,68
AGL211,Proteccion de Plantas,3,10,3,2,1,56
AGL221,Produccion Animal,3,10,3,2,1,121
AGL221,Produccion Animal,3,10,3,2,1,6
AGL221,Produccion Animal,4,10,3,2,1,121
AGL221,Produccion Animal,4,10,3,2,1,6
AGL232,Administración de Sistemas Agrícolas y Forestales,1,10,3,2,1,6
AGL232,Administración de Sistemas Agrícolas y Forestales,2,10,3,2,1,86
AGL233,Formulación y Evaluación de Proyectos,1,10,3,2,1,6
AGL233,Formulación y Evaluación de Proyectos,2,10,3,2,1,88
AGL270,Comercio Exterior Silvoagropecuario,1,10,3,2,1,122
AGL275,Cmd Investigación en Pregrado Uc Propone Agronomía e Ingeniería Forestal,1,10,3,2,1,93
AGL280,Aplicaciones Estadisticas,1,10,3,2,1,123
AGL280,Aplicaciones Estadisticas,2,10,3,2,1,123
AGL282,Tópicos de Investigación en Pregrado,1,10,3,2,1,108
AGL380,Residencia Profesional,1,30,3,2,1,1
AGL400,Examen de Certificación de Licenciatura,1,0,3,2,1,1
AGL400,Examen de Certificación de Licenciatura,2,0,3,2,1,1
AGM3000,Evaluación de Proyectos Agroalimentarios,1,10,3,2,1,86
AGM3001,Taller de Negociación y Habilidades Gerenciales,1,5,3,2,1,90
AGM3002,Taller de Comercio Internacional,1,5,3,2,1,6
AGM3003,Proyecto Final de Graduación,1,30,3,2,1,86
AGM3003,Proyecto Final de Graduación,1,30,3,2,1,90
AGP3015,Tesis,1,50,3,2,1,1
AGP3016,Actividad Integradora de Graduación,1,30,3,2,1,1
AGP3132,Econometria,1,10,3,2,1,89
AGP3134,Estudio Dirigido I,1,5,3,2,1,1
AGP3134,Estudio Dirigido I,2,5,3,2,1,124
AGP3135,Estudio Dirigido II,1,10,3,2,1,1
AGP3136,Taller de Métodos de Investigación,1,5,3,2,1,97
AGP3136,Taller de Métodos de Investigación,1,5,3,2,1,91
AGP3137,Métodos Estadísticos en Sistemas Agropecuarios,1,10,3,2,1,6
AGP3138,Métodos Estadísticos en Recursos Naturales,1,10,3,2,1,125
AGP3138,Métodos Estadísticos en Recursos Naturales,1,10,3,2,1,126
AGP4000,Estudio Dirigido,1,10,3,2,1,1
AGP4001,Seminario de Doctorado I,1,5,3,2,1,80
AGP4001,Seminario de Doctorado I,1,5,3,2,1,120
AGP4011,Tesis de Doctorado I,1,50,3,2,1,1
AGP4012,Tesis de Doctorado II,1,50,3,2,1,1
AGP4013,Tesis de Doctorado III,1,50,3,2,1,1
AGP4014,Tesis de Doctorado IV,1,50,3,2,1,1
AGP4016,Examen de Candidatura de Doctorado en Ciencias de la Agricultura,1,25,3,2,1,1
AGP4017,Proyecto de Tesis Doctoral,1,25,3,2,1,1
AGP4018,Actividad Anual de Seguimiento I,1,0,3,2,1,1
AGP4019,Actividad Anual de Seguimiento II,1,0,3,2,1,1
AGP4020,Autoría Artículo Científico o Patente,1,0,3,2,1,1
AGP4021,Pasantía,1,0,3,2,1,1
AGP4023,Comunicación de la Ciencia e Impacto Público,1,10,3,2,1,127
AGP4023,Comunicación de la Ciencia e Impacto Público,1,10,3,2,1,128
AGR200,Ecologia Forestal,1,10,3,2,1,129
AGR200,Ecologia Forestal,1,10,3,2,1,130
AGR205,Geomatica Aplicada a Recursos Naturales,1,10,3,2,1,131
AGR208,Suelo e Hidrología Forestal,1,10,3,2,1,112
AGR208,Suelo e Hidrología Forestal,1,10,3,2,1,132
AGR3003,Desafíos de Conservación en Latinoamérica,1,10,3,2,1,133
AGR301,Sanidad Forestal,1,10,3,2,1,130
AGR3013,Interacciones Insecto-Planta,1,10,3,2,1,96
AGR3016,Biometeorología y Climatología Aplicada,1,10,3,2,1,114
AGR3018,Ecología Avanzada,1,10,3,2,1,129
AGR302,Manejo y Planificación Forestal,1,10,3,2,1,125
AGR3022,Tesis,1,50,3,2,1,1
AGR3023,Tesis I (Proyecto de Tesis),1,10,3,2,1,112
AGR3023,Tesis I (Proyecto de Tesis),1,10,3,2,1,1
AGR3024,Tesis II,1,40,3,2,1,1
AGR304,Arbolado Urbano,1,10,3,2,1,134
AGR304,Arbolado Urbano,1,10,3,2,1,135
AGR304,Arbolado Urbano,1,10,3,2,1,130
AGR306,"Estructura, Propiedades e Industria de la Madera",1,10,3,2,1,135
AGR306,"Estructura, Propiedades e Industria de la Madera",1,10,3,2,1,136
AGR308,Fauna y Manejo de Vida Silvestre,1,10,3,2,1,133
AGR309,Restauración Ecológica,1,10,3,2,1,137
AGR309,Restauración Ecológica,1,10,3,2,1,134
AGR311,Manejo de Areas Protegidas,1,10,3,2,1,138
AGR317,Evaluación Integrada de Ecosistemas,1,10,3,2,1,131
AGR318,Gestión Ambiental en Agricultura,1,10,3,2,1,139
AGR320,Problemas Ambientales del Sector Agropecuario,1,10,3,2,1,137
AGR3556,Desafíos para la Conservación y Manejo de los Recursos Naturales,1,10,3,2,1,6
AGZ200,Acuicultura,1,10,3,2,1,127
AGZ321,Tecnología de Productos Pecuarios,1,10,3,2,1,140
AGZ331,Alimentos y Alimentación Animal,1,10,3,2,1,141
AGZ331,Alimentos y Alimentación Animal,1,10,3,2,1,6
AGZ332,Calidad y Sanidad de Productos Pecuarios,1,10,3,2,1,119
AGZ333,Forrajeras y Manejo de Praderas,1,10,3,2,1,142
AGZ334,Reproducción y Mejoramiento Animal,1,10,3,2,1,143
AGZ334,Reproducción y Mejoramiento Animal,1,10,3,2,1,6
AGZ340,Comportamiento y Bienestar Animal,1,10,3,2,1,6
AGZ341,Nutrición y Metabolismo Animal,1,10,3,2,1,121
AGZ341,Nutrición y Metabolismo Animal,1,10,3,2,1,6
AGZ3414,Fisiologia Animal Avanzada,1,10,3,2,1,143
AGZ3418,Bioética y Bienestar Animal,1,10,3,2,1,6
AGZ3419,Actividad Integradora de Graduación,1,30,3,2,1,1
AGZ3425,Innovaciones Sustentables en Producción Animal,1,10,3,2,1,141
AGZ3780,Seminario de Postgrado en Producción Animal,1,10,3,2,1,127
DBV4001,Unidad de Investigación I,1,5,3,2,1,1
DBV4004,Unidad de Investigación IV,1,15,3,2,1,1
DBV4005,Examen de Candidatura,1,35,3,2,1,1
DBV4006,Proyecto de Tesis,1,0,3,2,1,1
DBV4007,Tesis de Doctorado I,1,50,3,2,1,1
DBV4008,Tesis de Doctorado II,1,50,3,2,1,1
DBV4009,Tesis de Doctorado III,1,50,3,2,1,1
DBV4010,Tesis de Doctorado IV,1,50,3,2,1,1
DBV4011,Tesis de Doctorado V,1,50,3,2,1,1
DBV4012,Actividad Anual de Seguimiento I,1,0,3,2,1,1
DBV4013,Actividad Anual de Seguimiento II,1,0,3,2,1,1
DBV4015,Pasantía I,1,0,3,2,1,1
DBV4016,Ayudantía,1,0,3,2,1,1
DBV4017,Pasantía II,1,50,3,2,1,1
DBV4102,Biología Molecular Vegetal,1,10,3,2,1,144
DBV4105,Desarrollo y Reproducción Vegetal,1,10,3,2,1,145
DBV4106,Metabolismo y Células Vegetales,1,10,3,2,1,145
DBV4107,"Bionegocios, Patentamiento y Fuentes de Financiamiento",1,10,3,2,1,6
DIA100S,Seminario Diploma Estudios Ambientales,1,10,3,2,1,6
ANT100,Paradigmas Antropológicos,1,10,4,2,1,146
ANT100,Paradigmas Antropológicos,2,10,4,2,1,146
ANT100,Paradigmas Antropológicos,3,10,4,2,1,147
ANT110,Introducción a la Antropología Biológica,1,10,4,2,1,148
ANT120,Introducción a la Arqueología,1,10,4,2,1,149
ANT135,Antropología del Lenguaje,1,10,4,2,1,150
ANT140,Teoría Antropológica I,1,10,4,2,1,151
ANT160,Teoría Antropológica III,1,10,4,2,1,6
ANT1610,Teoría Arqueológica y Cultura Material Moderna,1,10,4,2,1,152
ANT1610,Teoría Arqueológica y Cultura Material Moderna,1,10,4,2,1,153
ANT170,Introducción a la Etnografía,1,10,4,2,1,154
ANT190,Etnografía II,1,10,4,2,1,147
ANT200,Antropología del Parentesco y el Género,1,10,4,2,1,155
ANT210,Antropología Urbana,1,10,4,2,1,156
ANT220,Antropología Política,1,10,4,2,1,150
ANT2325,Antropología y Relaciones Internacionales,1,10,4,2,1,157
ANT2327,Antropología y Diseño: Investigación Aplicada Ecosistémica,1,10,4,2,1,6
ANT2531,Taller de Análisis Cualitativo en Investigación Social,1,10,4,2,1,6
ANT259,Antropología Visual,1,10,4,2,1,158
ANT259,Antropología Visual,1,10,4,2,1,159
ANT300,Formulación y Evaluación de Proyectos,1,10,4,2,1,160
ANT3000,Teoría Antropológica Contemporánea I,1,10,4,2,1,161
ANT3002,Diseño y Ética de la Investigación Antropológica,1,10,4,2,1,162
ANT3005,Proyecto de Tesis Doctoral,1,30,4,2,1,1
ANT3006,Exámen de Candidatura Doctoral,1,10,4,2,1,1
ANT3026,Antropología del Género,1,5,4,2,1,155
ANT3031,Antropología del Estado,1,5,4,2,1,163
ANT3032,Naturaleza-Cultura: Perspectivas Filosóficas Contemporáneas,1,5,4,2,1,164
ANT303Q,Arqueología Avanzada I,1,10,4,2,1,165
ANT304Q,Interpretación en Arqueología,1,10,4,2,1,166
ANT305Q,Arqueología Cuantitativa,1,10,4,2,1,167
ANT310,Mediación e Interculturalidad,1,10,4,2,1,168
ANT310,Mediación e Interculturalidad,1,10,4,2,1,169
ANT310Q,Arqueología Avanzada III,1,10,4,2,1,170
ANT310Q,Arqueología Avanzada III,1,10,4,2,1,6
ANT311Q,Arqueologías Políticas y las Formas del Poder,1,10,4,2,1,6
ANT312Q,Laboratorio I,1,10,4,2,1,171
ANT312Q,Laboratorio I,1,10,4,2,1,172
ANT313Q,Arqueología de Chile II,1,10,4,2,1,166
ANT318Q,Arqueología y Empresa,1,10,4,2,1,173
ANT319Q,Arqueología y Ciencia,1,10,4,2,1,149
ANT320,Politicas Públicas,1,10,4,2,1,174
ANT320Q,Arqueología y Políticas Públicas,1,10,4,2,1,6
ANT330,Taller de Titulación,1,50,4,2,1,1
ANT405R,Cultura y Sociedad en la Región Andina,1,10,4,2,1,6
ANT503Q,Sistemas de Información Geográfica en Arqueología,1,10,4,2,1,6
ANT504Q,"Arqueología, Memoria y Derechos Humanos",1,10,4,2,1,6
ADU4002,Estado de la Investigacion en Arquitectura y Paisaje,1,10,5,2,4,175
ADU4002,Estado de la Investigacion en Arquitectura y Paisaje,1,10,5,2,4,176
ADU4003,"Etica, Arquitectura y Ciudad",1,10,5,2,4,177
ADU4042,Cartografía e Investigación. Santiago Como Objeto de Estudio y Tema de Representación,1,10,5,2,4,178
ADU4049,Aproximaciones a la Investigación,1,5,5,2,4,179
ADU4049,Aproximaciones a la Investigación,2,5,5,2,4,180
ADU4049,Aproximaciones a la Investigación,2,5,5,2,4,181
ADU4101,Proyecto de Tesis Doctoral,1,20,5,2,4,6
ADU4101,Proyecto de Tesis Doctoral,2,20,5,2,4,6
ADU4101,Proyecto de Tesis Doctoral,3,20,5,2,4,6
ADU4101,Proyecto de Tesis Doctoral,4,20,5,2,4,6
ADU4102,Examen de Candidatura Doctoral,1,10,5,4,4,182
ADU4102,Examen de Candidatura Doctoral,2,10,5,2,4,183
ADU4102,Examen de Candidatura Doctoral,3,10,5,2,4,184
ADU4102,Examen de Candidatura Doctoral,4,10,5,2,4,185
ADU4102,Examen de Candidatura Doctoral,5,10,5,2,4,186
ADU4102,Examen de Candidatura Doctoral,6,10,5,2,4,187
ADU4102,Examen de Candidatura Doctoral,7,10,5,2,4,188
ADU4103,Tesis Doctoral I,1,40,5,2,4,178
ADU4103,Tesis Doctoral I,2,40,5,4,4,178
ADU4103,Tesis Doctoral I,3,40,5,2,4,6
ADU4103,Tesis Doctoral I,4,40,5,2,4,6
ADU4104,Tesis Doctoral II,1,40,5,2,4,182
ADU4104,Tesis Doctoral II,2,40,5,2,4,189
ADU4104,Tesis Doctoral II,3,40,5,2,4,190
