campus,formato,sigla,nombre_x,creditos,escuela_id
San Joaquín,Presencial,IHI0101,Introducción a la Historia,10,28
San Joaquín,Presencial,IHI0102,Teoría de la Historia,10,28
San Joaquín,Presencial,IHI0103,Historia de la Historiografía,10,28
San Joaquín,Presencial,IHI0201,Historia Antigua,10,28
San Joaquín,Presencial,IHI0202,Historia Medieval,10,28
San Joaquín,Presencial,IHI0203,Historia Moderna,10,28
San Joaquín,Presencial,IHI0204,Historia Contemporánea S. XIX,10,28
San Joaquín,Presencial,IHI0205,Historia Mundial Contemporánea,10,28
Casa Central,Presencial,IHI0205,Historia Mundial Contemporánea,10,28
San Joaquín,Presencial,IHI0211,Chile y América Indígena,10,28
San Joaquín,Presencial,IHI0212,Historia de Chile Colonial,10,28
San Joaquín,Presencial,IHI0213,Historia de Chile S. XIX,10,28
San Joaquín,Presencial,IHI0214,Historia de Chile Contemporáneo,10,28
Casa Central,Presencial,IHI0214,Historia de Chile Contemporáneo,10,28
San Joaquín,Presencial,IHI0221,Imperios y Encuentros del Mundo Atlántico: Siglos Xv y XVI,10,28
San Joaquín,Presencial,IHI0223,Historia de América S. XIX,10,28
San Joaquín,Presencial,IHI0224,Historia de América Contemporánea,10,28
Casa Central,Presencial,IHI0224,Historia de América Contemporánea,10,28
San Joaquín,Presencial,IHI0311,Monografía de Licenciatura,10,28
San Joaquín,Presencial,IHI0401,Educación Histórica: Teorías y Prácticas,10,28
San Joaquín,Presencial,IHI0421,Archivos para la Sociedad del Conocimiento,10,28
San Joaquín,Presencial,IHI0441,"Historia Pública: Audiencias, Formatos y Trabajo Colaborativo",10,28
San Joaquín,Presencial,IHI0508,Rock Chileno y Mundo Contemporáneo. 1950-2000.,10,28
San Joaquín,Presencial,IHI0514,Historia de África,10,28
San Joaquín,Presencial,IHI0515,Política y Religiones en la India,10,28
San Joaquín,Presencial,IHI0516,"Ser Ciudadanos/As Ayer y Hoy: Estado, Democracia y Constitución en Chile y el Mundo",10,28
San Joaquín,Presencial,IHI0517,Autodeterminación y Plurinacionalidad 1992-2021: los Dos Caminos de los Movimientos Indígena en Amé,10,28
San Joaquín,Presencial,IHI0518,Los Griegos y Nosotros,10,28
San Joaquín,Presencial,IHI0519,Músicas Latinoamericanas,10,28
San Joaquín,Presencial,IHI0523,"Antropología Americana: Habitar, Reivindicar y Reconocer",10,28
San Joaquín,Presencial,IHI0526,Moda y Sociedad en Chile en el Siglo XX,10,28
Casa Central,Presencial,IHI0534,"Entendiendo a Rusia: Historia, Cultura y Presente del Gigante Eurasiático",10,28
San Joaquín,Presencial,IHI2302,Estados Unidos: Historia y Cultura,10,28
San Joaquín,Presencial,IHI2316,Asia: Historia y Cultura,10,28
San Joaquín,Presencial,IHI2323,Historia de Género en Chile,10,28
San Joaquín,Presencial,IHI2325,"Género y Sexualidad en Revoluciones y Dictaduras Latinoamericanas, 1959-Presente",10,28
San Joaquín,Presencial,IHI3008,Tesis I,30,28
San Joaquín,Presencial,IHI3010,Metodología de la Investigación,10,28
San Joaquín,Presencial,IHI3011,Historia de la Historiografía,10,28
San Joaquín,Presencial,IHI3013,Tesis I,30,28
San Joaquín,Presencial,IHI3015,Lecturas Avanzadas de Historia I,10,28
San Joaquín,Presencial,IHI301A,Seminario I Parte a,10,28
San Joaquín,Presencial,IHI301B,Seminario I Parte B,10,28
San Joaquín,Presencial,IHI4801,Lecturas Avanzadas de Historia,10,28
San Joaquín,Presencial,IHI4803,Lecturas Avanzadas de Historia III,10,28
San Joaquín,Presencial,IHI4921,Teoria y Metodo de la Historia I,10,28
San Joaquín,Presencial,IHI4923,Teoria y Metodo de la Historia III,10,28
San Joaquín,Presencial,IHI4931,Seminario de Tesis I,20,28
San Joaquín,Presencial,IHI4933,Seminario de Tesis III,20,28
San Joaquín,Presencial,IHI4958,Tesis Doctoral I,50,28
San Joaquín,Presencial,IHI4960,Tesis Doctoral III,50,28
San Joaquín,Presencial,IHI4964,Pasantía,0,28
San Joaquín,Presencial,IHI4965,Artículo,0,28
San Joaquín,Presencial,IMT2210,Álgebra Lineal para Ciencia de Datos,10,29
San Joaquín,Presencial,IMT2220,Cálculo para Ciencia de Datos,10,29
San Joaquín,Presencial,IMT2230,Álgebra Lineal Avanzada y Modelamiento,10,29
San Joaquín,Presencial,IMT2240,Ciencia de Datos Responsable,10,29
San Joaquín,Híbrido,IAC3200,Planificacion y Control de la Produccion,5,30
San Joaquín,Híbrido,IAC3260,Tecnologias de Informacion para Gestion de Proyectos,5,30
San Joaquín,Híbrido,IAC3270,Aspectos Legales en la Industria de la Construccion,5,30
San Joaquín,Híbrido,IAC3275,Métodos de Contratación en la Construcción,5,30
San Joaquín,Híbrido,IAC3300,Gestión del Conocimiento en Ingeniería y Construcción,5,30
San Joaquín,Híbrido,IAC3310,Modelación y Evaluación de Proyectos,5,30
San Joaquín,Híbrido,IAC3901,Taller Integrado de Gestión y Dirección de Obras de Infraestructura,5,30
San Joaquín,Híbrido,IAC3911,Seminario de Graduación I,5,30
San Joaquín,Híbrido,IAC3921,Seminario de Graduación II,5,30
San Joaquín,Presencial,IBM0020,Investigación o Proyecto,20,30
San Joaquín,Presencial,IBM1005,Introducción a la Ingeniería Biomédica,10,30
San Joaquín,Presencial,IBM2020,Introducción a la Biomecánica,10,30
San Joaquín,Presencial,IBM2121,Biomateriales,10,30
San Joaquín,Presencial,IBM2122,Diseño en Ingeniería Biomédica I (Capstone),10,30
San Joaquín,Presencial,IBM2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,IBM2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,IBM2985,Investigación o Proyecto,10,30
San Joaquín,Presencial,IBM2986,Investigación o Proyecto,10,30
San Joaquín,Presencial,IBM2987,Investigación o Proyecto,10,30
San Joaquín,Presencial,IBM3002,Tópicos en Problemas Inversos,10,30
San Joaquín,Presencial,IBM3101,Advanced Topics in Biological and Medical Engineering I,10,30
San Joaquín,Presencial,IBM3103,Mathematical Methods for Biological and Medical Engineering,10,30
San Joaquín,Presencial,IBM3201,Topicos Avanzados en Biofilms,10,30
San Joaquín,Presencial,ICC0020,Investigacion o Proyecto,20,30
San Joaquín,Presencial,ICC2105,Materiales de Ingeniería Civil,10,30
San Joaquín,Presencial,ICC2204,Planificación y Control de Proyectos,10,30
San Joaquín,Presencial,ICC2234,Innovación y Emprendimiento en la Construcción,10,30
San Joaquín,Presencial,ICC2290,Gestion del Capital Humano en la Construccion,10,30
San Joaquín,Presencial,ICC2304,Ingeniería de Construcción,10,30
San Joaquín,Presencial,ICC2312,Instalaciones en Edificios,10,30
San Joaquín,Presencial,ICC2514,Ingeniería Vial,10,30
San Joaquín,Presencial,ICC2913,Tecnologias de Informacion en Construccion,10,30
San Joaquín,Presencial,ICC2944,Taller de Proyectos,10,30
San Joaquín,Presencial,ICC2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICC2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICC2985,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICC2986,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICC2987,Investigacion o Proyecto,10,30
San Joaquín,Remoto con Act.Presencial,ICC3124,Tecnología del Hormigón,10,30
San Joaquín,Presencial,ICC3133,Construccion y Tecnologia en Asfalto,10,30
San Joaquín,Presencial,ICC3214,Administración de Proyectos,10,30
San Joaquín,Presencial,ICC3253,Gestion y Mejoramiento de la Calidad,10,30
San Joaquín,Presencial,ICC3264,Ingeniería de Costos,10,30
San Joaquín,Presencial,ICC3312,Diseño de Instalaciones en Edificios,10,30
San Joaquín,Presencial,ICC3323,Gestion Inmobiliaria,10,30
San Joaquín,Presencial,ICC3434,Construcción de Obras Industriales,10,30
San Joaquín,Presencial,ICC3914,Tecnologías de Información en la Industria de la Construcción,10,30
San Joaquín,Presencial,ICE0020,Investigacion o Proyecto,20,30
San Joaquín,Presencial,ICE1514,Dinámica,10,30
San Joaquín,Presencial,ICE2006,Estática,10,30
San Joaquín,Presencial,ICE2020,Introducción a la Biomecánica,10,30
San Joaquín,Presencial,ICE2028,Mineralogía y Petrología,10,30
San Joaquín,Presencial,ICE2114,Análisis Estructural I,10,30
San Joaquín,Presencial,ICE2313,Mecánica de Sólidos,10,30
San Joaquín,Presencial,ICE2533,Estructuras de Acero,10,30
San Joaquín,Presencial,ICE2604,Fundamentos de Geotecnia,10,30
San Joaquín,Presencial,ICE2623,Introducción a la Geología Física,10,30
San Joaquín,Presencial,ICE2633,Geología Estructural y Tectónica,10,30
San Joaquín,Presencial,ICE2640,Recursos y Exploración Geológica,10,30
San Joaquín,Presencial,ICE2643,Métodos Geofísicos para Ingeniería,10,30
San Joaquín,Presencial,ICE2703,Ingeniería Antisísmica,10,30
San Joaquín,Presencial,ICE2823,Proyecto de Diseño de Estructuras de Acero (Capstone),10,30
San Joaquín,Presencial,ICE2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICE2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICE2985,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICE2986,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICE2987,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICE3124,Análisis Estructural II,10,30
San Joaquín,Presencial,ICE3233,Elementos Finitos,10,30
San Joaquín,Presencial,ICE3413,Hormigon Armado Avanzado,10,30
San Joaquín,Presencial,ICE3443,Diseño de Puentes,10,30
San Joaquín,Híbrido,ICE3513,Diseño y Construcción Avanzada en Madera,10,30
San Joaquín,Presencial,ICE3613,Mecánica de Suelos Avanzada,10,30
San Joaquín,Presencial,ICE3653,Mecánica de Rocas,10,30
San Joaquín,Presencial,ICE3663,Dinámica de Suelos,10,30
San Joaquín,Presencial,ICE3693,Sismotectónica,10,30
San Joaquín,Presencial,ICE3753,Sistemas Innovativos de Diseño Sismo-Resistente,10,30
San Joaquín,Presencial,ICH0020,Investigacion o Proyecto,20,30
San Joaquín,Presencial,ICH1005,Desafíos en Recursos Hídricos y Medio Ambiente,10,30
San Joaquín,Presencial,ICH1104,Mecánica de Fluidos,10,30
San Joaquín,Presencial,ICH2114,Ingeniería Hidráulica,10,30
San Joaquín,Presencial,ICH2124,Análisis y Diseño Hidráulico,10,30
San Joaquín,Presencial,ICH2204,Hidrología,10,30
San Joaquín,Presencial,ICH2214,Agua Subterránea,10,30
San Joaquín,Presencial,ICH2304,Ingeniería Ambiental,10,30
San Joaquín,Presencial,ICH2314,Calidad del Agua,10,30
San Joaquín,Presencial,ICH2574,Taller de Obras Hidráulicas,10,30
San Joaquín,Presencial,ICH2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICH2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICH2985,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICH2986,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICH2987,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICH3222,Hidrología y Eventos Extremos,10,30
San Joaquín,Presencial,ICH3314,Calidad del Agua,10,30
San Joaquín,Presencial,ICH3350,Microbiología Aplicada a la Ingeniería Ambiental,10,30
San Joaquín,Presencial,ICH3364,Geoquímica Ambiental,10,30
San Joaquín,Presencial,ICH3374,Tratamiento Físicoquímico,10,30
San Joaquín,Presencial,ICH3532,Centrales de Generacion,10,30
San Joaquín,Presencial,ICH3600,Biofísica Ambiental,10,30
San Joaquín,Remoto con Act.Presencial,ICH3800,Topicos en Ingenieria Hidraulica y Ambiental,10,30
San Joaquín,Presencial,ICM0020,Investigacion o Proyecto,20,30
San Joaquín,Presencial,ICM1001,Introducción a la Ingeniería Mecánica,10,30
San Joaquín,Presencial,ICM2003,Sistemas Electromecánicos,10,30
San Joaquín,Presencial,ICM2022,Diseño Mecánico,10,30
San Joaquín,Presencial,ICM2028,Mecánica de Materiales,10,30
San Joaquín,Presencial,ICM2203,Termofluidos,10,30
San Joaquín,Presencial,ICM2213,Conversión de Energía,10,30
San Joaquín,Presencial,ICM2223,Transferencia de Calor,10,30
San Joaquín,Presencial,ICM2313,Diseño Gráfico,10,30
San Joaquín,Presencial,ICM2333,Diseño de Elementos de Máquinas,10,30
San Joaquín,Presencial,ICM2343,Taller de Diseño de Productos,10,30
San Joaquín,Presencial,ICM2403,Ciencia de los Materiales,10,30
San Joaquín,Presencial,ICM2413,Comportamiento Mecánico de Materiales,10,30
San Joaquín,Presencial,ICM2423,Mecánica de la Plasticidad,10,30
San Joaquín,Presencial,ICM2503,Procesos de Manufactura,10,30
San Joaquín,Presencial,ICM2803,Dinámica de Sistemas Mecánicos,10,30
San Joaquín,Presencial,ICM2813,Control de Sistemas Mecánicos,10,30
San Joaquín,Presencial,ICM2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICM2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICM2982,Laboratorio de Maquinas Termicas,10,30
San Joaquín,Presencial,ICM2985,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICM2986,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICM2987,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICM3213,Energía Sustentable,10,30
San Joaquín,Presencial,ICM3235,Tecnologías de Refrigeración,10,30
San Joaquín,Presencial,ICM3243,Combustión,10,30
San Joaquín,Presencial,ICM3251,Evaluación y Predicción de Recurso Solar,10,30
San Joaquín,Presencial,ICM3762,Metodos Modernos de Manufacturas,10,30
San Joaquín,Presencial,ICM3800,Topicos en Ingenieria Mecanica y Metalurgica,10,30
San Joaquín,Presencial,ICS0020,Investigacion o Proyecto,20,30
San Joaquín,Presencial,ICS1113,Optimización,10,30
San Joaquín,Presencial,ICS113H,Optimización-Honors,10,30
San Joaquín,Presencial,ICS1513,Introducción a la Economía,10,30
San Joaquín,Presencial,ICS2015,Cmd Taller de Habilidades de Emprendimiento,10,30
San Joaquín,Presencial,ICS2023,Análisis de Riesgo Ambiental,10,30
San Joaquín,Presencial,ICS2031,Estrategia y Comercialización de Innovaciones Tecnológicas,10,30
San Joaquín,Presencial,ICS2121,Métodos de Optimización,10,30
San Joaquín,Presencial,ICS2122,Taller de Investigación Operativa (Capstone),10,30
San Joaquín,Presencial,ICS2123,Modelos Estocásticos,10,30
San Joaquín,Presencial,ICS2523,Microeconomía,10,30
San Joaquín,Presencial,ICS2562,Econometría Aplicada,10,30
San Joaquín,Presencial,ICS2613,Contabilidad y Control de Gestión,10,30
San Joaquín,Presencial,ICS2813,Organización y Comportamiento en la Empresa,10,30
San Joaquín,Presencial,ICS2972,Trabajo de Personal Dirigido,5,30
San Joaquín,Presencial,ICS2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICS2985,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICS2986,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICS2987,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICS3012,Seminario de Ingenieria de Sistema,10,30
San Joaquín,Presencial,ICS3013,Evaluación de Proyectos,10,30
San Joaquín,Presencial,ICS3151,Optimización Bajo Incertidumbre,10,30
San Joaquín,Presencial,ICS3153,Optimización Avanzada,10,30
San Joaquín,Presencial,ICS3213,Gestión de Operaciones,10,30
San Joaquín,Presencial,ICS3252,Topicos Avanzados en Finanzas,10,30
San Joaquín,Presencial,ICS3313,Marketing,10,30
San Joaquín,Presencial,ICS3413,Finanzas,10,30
San Joaquín,Presencial,ICS3502,Marketing,10,30
San Joaquín,Presencial,ICS3582,Marketing Estrategico,10,30
San Joaquín,Presencial,ICS3723,Simulación,10,30
San Joaquín,Presencial,ICS3762,Topicos Avanzados Economia Industrial y Regulacion,10,30
San Joaquín,Presencial,ICS3805,Topicos Avanzados en Gestion de Operaciones,10,30
San Joaquín,Presencial,ICS3810,Diseno de Mecanismos de Mercado,10,30
San Joaquín,Presencial,ICT0020,Investigacion o Proyecto,20,30
San Joaquín,Presencial,ICT2213,Modelos de Demanda de Transporte,10,30
San Joaquín,Presencial,ICT2223,Modelos de Tráfico,10,30
San Joaquín,Presencial,ICT2233,Flujo en Redes,10,30
San Joaquín,Presencial,ICT2303,Tecnología de Medios de Transporte,10,30
San Joaquín,Presencial,ICT2904,Ingeniería de Sistemas de Transporte,10,30
San Joaquín,Presencial,ICT2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICT2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,ICT2985,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICT2986,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICT2987,Investigacion o Proyecto,10,30
San Joaquín,Presencial,ICT3103,Economía de Transporte,10,30
San Joaquín,Presencial,ICT3113,Evaluación Social de Proyectos,10,30
San Joaquín,Presencial,ICT3115,Sistemas Urbanos Inteligentes,10,30
San Joaquín,Presencial,ICT3256,Políticas de Transporte para Problemas Económicos y de Equidad,5,30
San Joaquín,Presencial,ICT3273,Modelos Avanzados de Tráfico,10,30
San Joaquín,Presencial,ICT3283,Equilibrio en Redes de Transporte,10,30
San Joaquín,Presencial,ICT3435,Modelos de Comportamiento,10,30
San Joaquín,Presencial,ICT3463,Métodos Avanzados para Sistemas de Transporte y Logística,10,30
San Joaquín,Presencial,ICT3464,Ruteo de Vehiculos,10,30
San Joaquín,Presencial,ICT3523,Seguridad de Tráfico Vial,5,30
San Joaquín,Presencial,ICT3544,"Hacia Ciudades Cicloinclusivas: Planificación, Participación y Diseño",10,30
San Joaquín,Presencial,ICT3984,Planificación de Sistemas de Transporte Urbano,10,30
San Joaquín,Presencial,IDI0020,Investigación o Proyecto,20,30
San Joaquín,Presencial,IDI1015,Pensamiento Visual,10,30
San Joaquín,Presencial,IDI2004,Dilab-Laboratorio Diseño en Ingeniería y Sistemas,10,30
San Joaquín,Presencial,IDI2015,Antro-Diseño,10,30
San Joaquín,Presencial,IDI2025,"Tecnología, Emprendimiento y Diseño",10,30
San Joaquín,Presencial,IDI2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,IDI2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,IDI2985,Investigación o Proyecto,10,30
San Joaquín,Presencial,IDI2986,Investigación o Proyecto,10,30
San Joaquín,Presencial,IDI2987,Investigación o Proyecto,10,30
San Joaquín,Presencial,IDI2995,Mentalidad y Métodos de Emprendimiento,10,30
San Joaquín,Presencial,IDT3000,Propuesta de Colaboración,0,30
San Joaquín,Presencial,IDT3010,Métodos de Investigación,10,30
San Joaquín,Presencial,IDT3020,Seminario de Postgrado,10,30
San Joaquín,Remoto,IDT4000,Acuerdo de Colaboración,0,30
San Joaquín,Presencial,IDT4000,Acuerdo de Colaboración,0,30
San Joaquín,Presencial,IDT4020,Taller de Liderazgo,5,30
San Joaquín,Presencial,IDT4030,Taller de Negociación,5,30
San Joaquín,Presencial,IDT4941,Proyecto de Tesis I,10,30
San Joaquín,Presencial,IDT4942,Proyecto de Tesis II,20,30
San Joaquín,Remoto,IDT4943,Proyecto de Tesis III,20,30
San Joaquín,Presencial,IDT4943,Proyecto de Tesis III,20,30
San Joaquín,Remoto,IDT4944,Proyecto de Tesis IV,20,30
San Joaquín,Presencial,IDT4944,Proyecto de Tesis IV,20,30
San Joaquín,Remoto,IDT4961,Tesis de Doctorado I,30,30
San Joaquín,Presencial,IDT4961,Tesis de Doctorado I,30,30
San Joaquín,Remoto,IDT4962,Tesis de Doctorado II,40,30
San Joaquín,Presencial,IDT4962,Tesis de Doctorado II,40,30
San Joaquín,Remoto,IDT4963,Tesis de Doctorado III,40,30
San Joaquín,Presencial,IDT4963,Tesis de Doctorado III,40,30
San Joaquín,Remoto,IDT4964,Tesis de Doctorado IV,40,30
San Joaquín,Presencial,IDT4964,Tesis de Doctorado IV,40,30
San Joaquín,Remoto,IDT5050,Manuscrito Proyecto de Tesis,0,30
San Joaquín,Presencial,IDT5050,Manuscrito Proyecto de Tesis,0,30
San Joaquín,Remoto,IDT5100,Examen de Candidatura,0,30
San Joaquín,Presencial,IDT5100,Examen de Candidatura,0,30
San Joaquín,Presencial,IEE0020,Investigacion o Proyecto,20,30
San Joaquín,Presencial,IEE2103,Señales y Sistemas,10,30
San Joaquín,Presencial,IEE2113,Teoría Electromagnética,10,30
San Joaquín,Presencial,IEE2123,Circuitos Eléctricos,10,30
San Joaquín,Presencial,IEE2183,Laboratorio de Mediciones Eléctricas,5,30
San Joaquín,Presencial,IEE2213,Máquinas Eléctricas,10,30
San Joaquín,Presencial,IEE2224,Accionamientos Eléctricos,10,30
San Joaquín,Presencial,IEE2273,Laboratorio de Máquinas Eléctricas,5,30
San Joaquín,Presencial,IEE2313,Sistemas de Potencia,10,30
San Joaquín,Presencial,IEE2343,Protecciones,10,30
San Joaquín,Presencial,IEE2393,Redes Inteligentes para Energía Sustentable,10,30
San Joaquín,Presencial,IEE2413,Electrónica,10,30
San Joaquín,Presencial,IEE2433,Diseño de Circuitos Integrados Analógicos,10,30
San Joaquín,Presencial,IEE2463,Sistemas Electrónicos Programables,10,30
San Joaquín,Presencial,IEE2473,Laboratorio de Electrónica Analógica y Digital,5,30
San Joaquín,Presencial,IEE2513,Comunicaciones,10,30
San Joaquín,Presencial,IEE2613,Control Automático,10,30
San Joaquín,Presencial,IEE2683,Laboratorio de Control Automático,5,30
San Joaquín,Presencial,IEE2713,Sistemas Digitales,10,30
San Joaquín,Presencial,IEE2714,Fundamentos de Procesamiento de Imágenes,10,30
San Joaquín,Presencial,IEE2753,Diseño de Circuitos Integrados Digitales,10,30
San Joaquín,Presencial,IEE2913,Diseño Eléctrico (Capstone),10,30
San Joaquín,Presencial,IEE2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,IEE2981,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,IEE2985,Investigacion o Proyecto,10,30
San Joaquín,Presencial,IEE2986,Investigacion o Proyecto,10,30
San Joaquín,Presencial,IEE2987,Investigacion o Proyecto,10,30
San Joaquín,Presencial,IEE3202,Tópicos en Electrónica de Potencia,10,30
San Joaquín,Presencial,IEE3234,Movilidad Eléctrica,10,30
San Joaquín,Presencial,IEE3313,"Planning, Efficiency and Renewable Energy Integration",10,30
San Joaquín,Presencial,IEE3373,Mercados Eléctricos,10,30
San Joaquín,Presencial,IEE3383,Seminario de Sistemas de Potencia,10,30
San Joaquín,Presencial,IEE3433,Diseño de Circuitos Integrados Analógicos,10,30
San Joaquín,Presencial,IEE3544,Comunicación de Datos en Smart Grids,10,30
San Joaquín,Presencial,IEE3610,Sistemas Dinámicos,10,30
San Joaquín,Presencial,IEE3674,Control Predictivo,10,30
San Joaquín,Presencial,IEE3724,Reconocimiento de Patrones,10,30
San Joaquín,Presencial,IEE3764,Formación de Imágenes,10,30
San Joaquín,Presencial,IEE3864,Fundamentos de Instrumentación Astronómica,10,30
San Joaquín,Presencial,IEE3936,Estimación y Control Optimo en Robótica,10,30
San Joaquín,Híbrido,IEG3100,Analisis Estructural Lineal,5,30
San Joaquín,Híbrido,IEG3110,Elementos Finitos Lineales,5,30
San Joaquín,Híbrido,IEG3200,Diseno Avanzado en Hormigon Armado,5,30
San Joaquín,Híbrido,IEG3220,Diseno de Estructuras Pretensadas,5,30
San Joaquín,Híbrido,IEG3280,Diseño de Estructuras Industriales de Acero,5,30
San Joaquín,Híbrido,IEG3300,Dinamica Estructural,5,30
San Joaquín,Híbrido,IEG3500,Analisis Sismico,5,30
San Joaquín,Híbrido,IEG3510,Diseno Sismorresistente Avanzado,5,30
San Joaquín,Híbrido,IEG3520,Aislamiento Sismico,5,30
San Joaquín,Presencial,IEG3620,Métodos Experimentales en Estructuras,5,30
San Joaquín,Híbrido,IEG3660,Ingeniería Geotécnica Sísmica,5,30
San Joaquín,Híbrido,IEG3700,Metodos Analiticos en Ingenieria Civil,5,30
San Joaquín,Híbrido,IEG3710,Metodos Numericos en Ingenieria Civil,5,30
San Joaquín,Híbrido,IEG4010,Seminario de Ingenieria Estructural y Geotecnica I,5,30
San Joaquín,Híbrido,IEG4020,Seminario de Ingenieria Estructural y Geotecnica II,5,30
San Joaquín,Híbrido,IEG4970,Actividad de Graduacion,30,30
San Joaquín,Híbrido,IEN3110,Energia Hidraulica,5,30
San Joaquín,Remoto,IEN3120,Energia y Desarrollo Sustentable,5,30
San Joaquín,Híbrido,IEN3120,Energia y Desarrollo Sustentable,5,30
San Joaquín,Remoto,IEN3140,Tecnologías para Generación Eléctrica,5,30
San Joaquín,Híbrido,IEN3140,Tecnologías para Generación Eléctrica,5,30
San Joaquín,Remoto,IEN3210,Economia Energetica y Ambiental,5,30
San Joaquín,Híbrido,IEN3210,Economia Energetica y Ambiental,5,30
San Joaquín,Remoto,IEN3220,Planificacion y Politica Energetica,5,30
San Joaquín,Híbrido,IEN3220,Planificacion y Politica Energetica,5,30
San Joaquín,Remoto,IEN3240,Mercados Energéticos,5,30
San Joaquín,Híbrido,IEN3240,Mercados Energéticos,5,30
San Joaquín,Híbrido,IEN3510,Evaluacion de Proyectos Energeticos,5,30
San Joaquín,Híbrido,IEN3520,Construccion Sustentable,5,30
San Joaquín,Remoto,IEN3540,Ciclo de Combustible Nuclear,5,30
San Joaquín,Híbrido,IEN3550,Seguridad de Sistemas de Energía,5,30
San Joaquín,Híbrido,IEN3610,Innovacion y Gestion de la Tecnologia,5,30
San Joaquín,Híbrido,IEN3620,Produccion y Usos del Hidrogeno,5,30
San Joaquín,Híbrido,IEN3630,Tecnologias de Energia Renovable,5,30
San Joaquín,Remoto,IEN3660,Análisis de Reactores Nucleares,5,30
San Joaquín,Remoto,IEN4970,Actividad de Graduacion I,30,30
San Joaquín,Presencial,IFI1001,Introducción a la Ingeniería Física,10,30
San Joaquín,Presencial,IIC0020,Investigacion o Proyecto,20,30
San Joaquín,Presencial,IIC1005,Computación: Ciencia y Tecnología del Mundo Digital,10,30
San Joaquín,Híbrido,IIC100G,En Búsqueda del Bienestar: ¿Qué Nos Dice la Ciencia?,10,30
San Joaquín,Presencial,IIC1062,Introduccion a las Aplicaciones Computacionales,10,30
San Joaquín,Presencial,IIC1103,Introducción a la Programación,10,30
San Joaquín,Presencial,IIC1253,Matemáticas Discretas,10,30
San Joaquín,Presencial,IIC2113,Diseño Detallado de Software,10,30
San Joaquín,Presencial,IIC2115,Programación Como Herramienta para la Ingeniería,10,30
San Joaquín,Presencial,IIC2133,Estructuras de Datos y Algoritmos,10,30
San Joaquín,Presencial,IIC2143,Ingeniería de Software,10,30
San Joaquín,Presencial,IIC2154,Proyecto de Especialidad,10,30
San Joaquín,Presencial,IIC2173,Arquitectura de Sistemas de Software,10,30
San Joaquín,Presencial,IIC2213,Lógica para Ciencias de la Computación,10,30
San Joaquín,Presencial,IIC2233,Programación Avanzada,10,30
San Joaquín,Presencial,IIC2333,Sistemas Operativos y Redes,10,30
San Joaquín,Presencial,IIC2343,Arquitectura de Computadores,10,30
San Joaquín,Presencial,IIC2413,Bases de Datos,10,30
San Joaquín,Presencial,IIC2433,Minería de Datos,10,30
San Joaquín,Presencial,IIC2513,Tecnologías y Aplicaciones Web,10,30
San Joaquín,Presencial,IIC2552,Taller de Programacion Avanzada,5,30
San Joaquín,Presencial,IIC2613,Inteligencia Artificial,10,30
San Joaquín,Presencial,IIC2685,Robótica Móvil,10,30
San Joaquín,Presencial,IIC2713,Sistemas de Información,10,30
San Joaquín,Presencial,IIC2714,Fundamentos de Procesamiento de Imágenes,10,30
San Joaquín,Presencial,IIC2733,Modelos de Procesos,10,30
San Joaquín,Presencial,IIC2764,"Conocimiento, Cultura y Tecnología",10,30
San Joaquín,Presencial,IIC2972,Trabajo Personal Dirigido,5,30
San Joaquín,Presencial,IIC2981,Trabajo Personal Dirigido,5,30
