campus,formato,sigla,nombre_x,creditos,escuela_id
San Joaquín,Remoto,PRC100R,Retiro: Dimensión Bíblica,0,1
San Joaquín,Remoto,PRC100S,Servicio Pastoral. Mundo Infantil y Juvenil,0,1
San Joaquín,Remoto,PRC200R,Retiro: Cristo en el Misterio de Hoy,0,1
San Joaquín,Remoto,PRC200S,Servicio Pastoral. Mundo Tercera Edad,0,1
San Joaquín,Remoto,PRC300R,Retiro: Dimensión Carismática,0,1
San Joaquín,Remoto,PRC400R,Ejercicios Espirituales,0,1
San Joaquín,Remoto,VRA1220,Taller de Habilidades para la Vida Universitaria I,5,1
Casa Central,Presencial,VRA3000,Convenio Postgrado Puc-U Chile,1,1
San Joaquín,Remoto,VRA4000,Integridad Académica en la Uc,0,1
San Joaquín,Presencial,ACO256E,Improvisación y Máscara,10,2
Casa Central,Presencial,ACO264E,Habilidades Comunicativas Orales,10,2
San Joaquín,Presencial,ACO264E,Habilidades Comunicativas Orales,10,2
Oriente,Presencial,ACO286E,Cuerpo y Espacio Escénico,10,2
Oriente,Presencial,ACO3023,Taller de Creación Escénica,10,2
Oriente,Híbrido,ACO4001,Performance y Artes Vivas,10,2
Oriente,Híbrido,ACO4007,Teatrología Ii: Aplicaciones y Materialidades,10,2
Oriente,Presencial,ACT101A,Taller de Montaje: Teatro Dramático,15,2
Oriente,Presencial,ACT101B,Taller de Montaje: Teatro Fragmentario,15,2
Oriente,Presencial,ACT101C,Taller de Montaje: Teatro Épico y Narrativo,15,2
Oriente,Presencial,ACT103A,Procesos Creativos del Cuerpo,10,2
Oriente,Presencial,ACT103C,Cuerpo y Memoria,10,2
Oriente,Presencial,ACT105A,"Estudios Teatrales en Chile: Problemas, Contextos y Prácticas",10,2
Oriente,Presencial,ACT105B,Poiéticas Teatrales,10,2
Oriente,Presencial,ACT106B,Ejercicios de Escritura Teatral,10,2
Oriente,Presencial,ACT106D,Taller de Dramaturgía,10,2
Oriente,Presencial,ACT107B,Dirección a Partir de Soportes Textuales No Dramáticos,10,2
Oriente,Presencial,ACT107C,Dirección de Actores en la Puesta en Escena,10,2
Oriente,Presencial,ACT111,Actuación I: Percepción Teatral,10,2
Oriente,Presencial,ACT112,Voz I: Percepción,5,2
Oriente,Presencial,ACT113,Movimiento I: Conciencia Corporal,5,2
Oriente,Presencial,ACT114,Teatro Chileno,10,2
Oriente,Presencial,ACT115,El Proceso de Creación Teatral,10,2
San Joaquín,Presencial,ACT115,El Proceso de Creación Teatral,10,2
Oriente,Presencial,ACT1291,Re-Conociendo la Emoción,10,2
Oriente,Presencial,ACT1294,Laboratorio de Puesta en Escena para Lenguaje Audiovisual,10,2
Oriente,Presencial,ACT1305,Actuación: Exploración y Acontecimiento,10,2
San Joaquín,Presencial,ACT1307,Comunicación Expresiva: Conciencia Vocal y Corporal,10,2
Oriente,Presencial,ACT131,Actuación Iii: la Escena Moderna en el Siglo XX,10,2
Casa Central,Presencial,ACT1311,Mitos Clásicos y Creación de Relatos en la Dramaturgia,10,2
Oriente,Remoto,ACT1312,Performance Como Experiencia para la Transformación Social,10,2
San Joaquín,Presencial,ACT1313,Problemas de las Artes Escénicas Hoy,10,2
San Joaquín,Presencial,ACT1314,Teatro Aplicado,10,2
San Joaquín,Presencial,ACT1315,La Experiencia de la Creación Teatral,10,2
Oriente,Presencial,ACT1318,Improvisación y Juego Escénico,10,2
Oriente,Presencial,ACT132,Voz Iii: Texto y Expresividad,5,2
Oriente,Presencial,ACT133,Movimiento Iii: Articulación y Construcción,5,2
Oriente,Presencial,ACT134,Del Teatro Barroco al Realismo Histórico,10,2
Oriente,Presencial,ACT136,Teoría y Práctica de la Dramaturgía II,10,2
Oriente,Presencial,ACT139,Pedagogía Teatral,10,2
Oriente,Presencial,ACT141,Actuación Iv: la Escena Clásica y Barroca,10,2
Oriente,Presencial,ACT142,Voz Iv: Texto Clásico,5,2
Oriente,Presencial,ACT143,Movimiento Iv: Dramaturgia Corporal,5,2
Oriente,Presencial,ACT148,Gestión y Producción Teatral,10,2
Oriente,Presencial,ACT154,Transformaciones del Cuerpo y la Palabra en Escena (2da Mitad Siglo Xx),10,2
Oriente,Presencial,ACT181,Realización Artística,20,2
Oriente,Presencial,ACT185,Taller de Investigación Teórica,10,2
San Joaquín,Presencial,AGC204,Mecanizacion,10,3
San Joaquín,Presencial,AGC206,Producción de Cultivos,10,3
San Joaquín,Presencial,AGC220,Flora Nativa,10,3
San Joaquín,Presencial,AGC250,Manejo de Céspedes,10,3
San Joaquín,Presencial,AGC261,Material Vegetal y Diseño de Parques y Jardines,10,3
San Joaquín,Presencial,AGC262,Manejo del Paisaje,10,3
San Joaquín,Presencial,AGC3002,Viticultura Avanzada,10,3
San Joaquín,Presencial,AGC310,Sistemas Intensivos de Producción Vegetal,10,3
San Joaquín,Presencial,AGC312,Biología y Producción de Semillas,10,3
San Joaquín,Presencial,AGC313,Principios de Mejoramiento Genético,10,3
San Joaquín,Presencial,AGC317,Biología y Manejo de Malezas,10,3
San Joaquín,Presencial,AGC318,Biotecnología Agropecuaria,10,3
San Joaquín,Presencial,AGC319,Diseño y Manejo del Riego para Cultivos,10,3
San Joaquín,Presencial,AGC322,Ciencia de Plaguicidas e Interacciones Ambientales,10,3
San Joaquín,Presencial,AGC3600,Propiedades y Manejo de Pesticidas,10,3
San Joaquín,Presencial,AGC3610,Virología Vegetal,10,3
San Joaquín,Presencial,AGC3650,Monitoreo e Identificacion de Insectos,10,3
San Joaquín,Presencial,AGC3661,Metabolismo Intermediario de Plantas,10,3
San Joaquín,Presencial,AGC3665,Biotecnologia Vegetal,10,3
San Joaquín,Presencial,AGC3666,Fisiología de Plantas Frutales,10,3
San Joaquín,Presencial,AGC3667,Relacion Suelo-Planta-Agua,10,3
San Joaquín,Presencial,AGC3779,Fisiología de Plantas Cultivadas,10,3
San Joaquín,Presencial,AGC3781,Microbiología de Fermentaciones,10,3
San Joaquín,Presencial,AGC3783,Anatomía Vegetal Aplicada,5,3
San Joaquín,Presencial,AGC3784,Microbiología e Inocuidad de Frutas y Verduras,10,3
San Joaquín,Presencial,AGC3800,Tesis I,20,3
San Joaquín,Presencial,AGC3801,Tesis II,30,3
San Joaquín,Presencial,AGE206,Introducción a la Economía Ambiental y de los Recursos Naturales,10,3
San Joaquín,Presencial,AGE207,Economía Agraria y Ambiental,10,3
San Joaquín,Presencial,AGE259,Comercialización Internacional de Fruta Fresca,10,3
San Joaquín,Presencial,AGE3009,Dirección Estratégica,10,3
San Joaquín,Presencial,AGE303,Estrategia Empresarial,10,3
San Joaquín,Presencial,AGE308,Comercialización Agropecuaria,10,3
San Joaquín,Presencial,AGE312,Políticas Agrarias,10,3
San Joaquín,Presencial,AGE313,Economía Ambiental,10,3
San Joaquín,Presencial,AGE315,Gestión de Operaciones,10,3
San Joaquín,Presencial,AGE317,Análisis de Decisiones,10,3
San Joaquín,Presencial,AGE3666,Entorno Legal y Tributario de la Actividad Silvoagropecuaria,10,3
San Joaquín,Presencial,AGE3667,Finanzas Corporativas y Sustentabilidad,10,3
San Joaquín,Presencial,AGE3792,Politicas Agrarias,10,3
San Joaquín,Presencial,AGE3796,Desarrollo Económico de la Agricultura,10,3
San Joaquín,Presencial,AGE3801,Economía del Agua,10,3
San Joaquín,Presencial,AGE3810,Métodos Matemáticos para Microeconomía Aplicada,10,3
San Joaquín,Presencial,AGE3811,Fundamentos de la Economía Agraria y Ambiental,10,3
San Joaquín,Presencial,AGE3812,Seminario de Economía Agraria y Ambiental I,5,3
San Joaquín,Presencial,AGE3814,Seminario de Economía Agraria y Ambiental III,5,3
San Joaquín,Presencial,AGE3815,Análisis Microeconómico II,10,3
San Joaquín,Presencial,AGE3817,Tesis,30,3
San Joaquín,Presencial,AGE3819,Métodos Experimentales en Economía Agraria y Ambiental,10,3
San Joaquín,Presencial,AGF201,Fruticultura,10,3
San Joaquín,Presencial,AGF321,Agricultura Orgánica,10,3
San Joaquín,Presencial,AGF326,Vinificación,10,3
San Joaquín,Presencial,AGF327,Frutales de Hoja Caduca I,10,3
San Joaquín,Presencial,AGF328,Frutales de Hoja Persistente,10,3
San Joaquín,Presencial,AGF329,Poscosecha de Frutas,10,3
San Joaquín,Presencial,AGF330,Propagación de Plantas,10,3
San Joaquín,Presencial,AGF331,Química y Microbiología del Vino,10,3
San Joaquín,Presencial,AGF335,Cervecería y Otras Bebidas Fermentadas,10,3
San Joaquín,Presencial,AGF338,Taller de Fermentaciones,10,3
San Joaquín,Presencial,AGL009,Taller de Excel,5,3
San Joaquín,Presencial,AGL030,Taller de Sistemas Agrícolas y Forestales I,5,3
San Joaquín,Presencial,AGL060,Taller 3,5,3
San Joaquín,Presencial,AGL070,Taller 4,5,3
San Joaquín,Presencial,AGL090,Taller 5,5,3
San Joaquín,Presencial,AGL100,Practica de Verano 1,0,3
San Joaquín,Presencial,AGL101,Botanica,10,3
San Joaquín,Presencial,AGL110,Suelos y Fertilidad,10,3
San Joaquín,Presencial,AGL111,Agua y Riego,10,3
San Joaquín,Presencial,AGL112,Climatologia,10,3
San Joaquín,Presencial,AGL150,Practica de Licenciatura,0,3
San Joaquín,Presencial,AGL200,Practica de Verano 2,0,3
San Joaquín,Presencial,AGL201,Estadistica,10,3
San Joaquín,Presencial,AGL203,Genetica y Biotecnologia,10,3
San Joaquín,Presencial,AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",10,3
San Joaquín,Presencial,AGL211,Proteccion de Plantas,10,3
San Joaquín,Presencial,AGL221,Produccion Animal,10,3
San Joaquín,Presencial,AGL232,Administración de Sistemas Agrícolas y Forestales,10,3
San Joaquín,Presencial,AGL233,Formulación y Evaluación de Proyectos,10,3
San Joaquín,Presencial,AGL270,Comercio Exterior Silvoagropecuario,10,3
San Joaquín,Presencial,AGL275,Cmd Investigación en Pregrado Uc Propone Agronomía e Ingeniería Forestal,10,3
San Joaquín,Presencial,AGL280,Aplicaciones Estadisticas,10,3
San Joaquín,Presencial,AGL282,Tópicos de Investigación en Pregrado,10,3
San Joaquín,Presencial,AGL380,Residencia Profesional,30,3
San Joaquín,Presencial,AGL400,Examen de Certificación de Licenciatura,0,3
San Joaquín,Presencial,AGM3000,Evaluación de Proyectos Agroalimentarios,10,3
San Joaquín,Presencial,AGM3001,Taller de Negociación y Habilidades Gerenciales,5,3
San Joaquín,Presencial,AGM3002,Taller de Comercio Internacional,5,3
San Joaquín,Presencial,AGM3003,Proyecto Final de Graduación,30,3
San Joaquín,Presencial,AGP3015,Tesis,50,3
San Joaquín,Presencial,AGP3016,Actividad Integradora de Graduación,30,3
San Joaquín,Presencial,AGP3132,Econometria,10,3
San Joaquín,Presencial,AGP3134,Estudio Dirigido I,5,3
San Joaquín,Presencial,AGP3135,Estudio Dirigido II,10,3
San Joaquín,Presencial,AGP3136,Taller de Métodos de Investigación,5,3
San Joaquín,Presencial,AGP3137,Métodos Estadísticos en Sistemas Agropecuarios,10,3
San Joaquín,Presencial,AGP3138,Métodos Estadísticos en Recursos Naturales,10,3
San Joaquín,Presencial,AGP4000,Estudio Dirigido,10,3
San Joaquín,Presencial,AGP4001,Seminario de Doctorado I,5,3
San Joaquín,Presencial,AGP4011,Tesis de Doctorado I,50,3
San Joaquín,Presencial,AGP4012,Tesis de Doctorado II,50,3
San Joaquín,Presencial,AGP4013,Tesis de Doctorado III,50,3
San Joaquín,Presencial,AGP4014,Tesis de Doctorado IV,50,3
San Joaquín,Presencial,AGP4016,Examen de Candidatura de Doctorado en Ciencias de la Agricultura,25,3
San Joaquín,Presencial,AGP4017,Proyecto de Tesis Doctoral,25,3
San Joaquín,Presencial,AGP4018,Actividad Anual de Seguimiento I,0,3
San Joaquín,Presencial,AGP4019,Actividad Anual de Seguimiento II,0,3
San Joaquín,Presencial,AGP4020,Autoría Artículo Científico o Patente,0,3
San Joaquín,Presencial,AGP4021,Pasantía,0,3
San Joaquín,Presencial,AGP4023,Comunicación de la Ciencia e Impacto Público,10,3
San Joaquín,Presencial,AGR200,Ecologia Forestal,10,3
San Joaquín,Presencial,AGR205,Geomatica Aplicada a Recursos Naturales,10,3
San Joaquín,Presencial,AGR208,Suelo e Hidrología Forestal,10,3
San Joaquín,Presencial,AGR3003,Desafíos de Conservación en Latinoamérica,10,3
San Joaquín,Presencial,AGR301,Sanidad Forestal,10,3
San Joaquín,Presencial,AGR3013,Interacciones Insecto-Planta,10,3
San Joaquín,Presencial,AGR3016,Biometeorología y Climatología Aplicada,10,3
San Joaquín,Presencial,AGR3018,Ecología Avanzada,10,3
San Joaquín,Presencial,AGR302,Manejo y Planificación Forestal,10,3
San Joaquín,Presencial,AGR3022,Tesis,50,3
San Joaquín,Presencial,AGR3023,Tesis I (Proyecto de Tesis),10,3
San Joaquín,Presencial,AGR3024,Tesis II,40,3
San Joaquín,Presencial,AGR304,Arbolado Urbano,10,3
San Joaquín,Presencial,AGR306,"Estructura, Propiedades e Industria de la Madera",10,3
San Joaquín,Presencial,AGR308,Fauna y Manejo de Vida Silvestre,10,3
San Joaquín,Presencial,AGR309,Restauración Ecológica,10,3
San Joaquín,Presencial,AGR311,Manejo de Areas Protegidas,10,3
San Joaquín,Presencial,AGR317,Evaluación Integrada de Ecosistemas,10,3
San Joaquín,Presencial,AGR318,Gestión Ambiental en Agricultura,10,3
San Joaquín,Presencial,AGR320,Problemas Ambientales del Sector Agropecuario,10,3
San Joaquín,Presencial,AGR3556,Desafíos para la Conservación y Manejo de los Recursos Naturales,10,3
San Joaquín,Presencial,AGZ200,Acuicultura,10,3
San Joaquín,Presencial,AGZ321,Tecnología de Productos Pecuarios,10,3
San Joaquín,Presencial,AGZ331,Alimentos y Alimentación Animal,10,3
San Joaquín,Presencial,AGZ332,Calidad y Sanidad de Productos Pecuarios,10,3
San Joaquín,Presencial,AGZ333,Forrajeras y Manejo de Praderas,10,3
San Joaquín,Presencial,AGZ334,Reproducción y Mejoramiento Animal,10,3
San Joaquín,Presencial,AGZ340,Comportamiento y Bienestar Animal,10,3
San Joaquín,Presencial,AGZ341,Nutrición y Metabolismo Animal,10,3
San Joaquín,Presencial,AGZ3414,Fisiologia Animal Avanzada,10,3
San Joaquín,Presencial,AGZ3418,Bioética y Bienestar Animal,10,3
San Joaquín,Presencial,AGZ3419,Actividad Integradora de Graduación,30,3
San Joaquín,Presencial,AGZ3425,Innovaciones Sustentables en Producción Animal,10,3
San Joaquín,Presencial,AGZ3780,Seminario de Postgrado en Producción Animal,10,3
San Joaquín,Presencial,DBV4001,Unidad de Investigación I,5,3
San Joaquín,Presencial,DBV4004,Unidad de Investigación IV,15,3
San Joaquín,Presencial,DBV4005,Examen de Candidatura,35,3
San Joaquín,Presencial,DBV4006,Proyecto de Tesis,0,3
San Joaquín,Presencial,DBV4007,Tesis de Doctorado I,50,3
San Joaquín,Presencial,DBV4008,Tesis de Doctorado II,50,3
San Joaquín,Presencial,DBV4009,Tesis de Doctorado III,50,3
San Joaquín,Presencial,DBV4010,Tesis de Doctorado IV,50,3
San Joaquín,Presencial,DBV4011,Tesis de Doctorado V,50,3
San Joaquín,Presencial,DBV4012,Actividad Anual de Seguimiento I,0,3
San Joaquín,Presencial,DBV4013,Actividad Anual de Seguimiento II,0,3
San Joaquín,Presencial,DBV4015,Pasantía I,0,3
San Joaquín,Presencial,DBV4016,Ayudantía,0,3
San Joaquín,Presencial,DBV4017,Pasantía II,50,3
San Joaquín,Presencial,DBV4102,Biología Molecular Vegetal,10,3
San Joaquín,Presencial,DBV4105,Desarrollo y Reproducción Vegetal,10,3
San Joaquín,Presencial,DBV4106,Metabolismo y Células Vegetales,10,3
San Joaquín,Presencial,DBV4107,"Bionegocios, Patentamiento y Fuentes de Financiamiento",10,3
San Joaquín,Presencial,DIA100S,Seminario Diploma Estudios Ambientales,10,3
San Joaquín,Presencial,ANT100,Paradigmas Antropológicos,10,4
San Joaquín,Presencial,ANT110,Introducción a la Antropología Biológica,10,4
San Joaquín,Presencial,ANT120,Introducción a la Arqueología,10,4
San Joaquín,Presencial,ANT135,Antropología del Lenguaje,10,4
San Joaquín,Presencial,ANT140,Teoría Antropológica I,10,4
San Joaquín,Presencial,ANT160,Teoría Antropológica III,10,4
San Joaquín,Presencial,ANT1610,Teoría Arqueológica y Cultura Material Moderna,10,4
San Joaquín,Presencial,ANT170,Introducción a la Etnografía,10,4
San Joaquín,Presencial,ANT190,Etnografía II,10,4
San Joaquín,Presencial,ANT200,Antropología del Parentesco y el Género,10,4
San Joaquín,Presencial,ANT210,Antropología Urbana,10,4
San Joaquín,Presencial,ANT220,Antropología Política,10,4
San Joaquín,Presencial,ANT2325,Antropología y Relaciones Internacionales,10,4
San Joaquín,Presencial,ANT2327,Antropología y Diseño: Investigación Aplicada Ecosistémica,10,4
San Joaquín,Presencial,ANT2531,Taller de Análisis Cualitativo en Investigación Social,10,4
San Joaquín,Presencial,ANT259,Antropología Visual,10,4
San Joaquín,Presencial,ANT300,Formulación y Evaluación de Proyectos,10,4
San Joaquín,Presencial,ANT3000,Teoría Antropológica Contemporánea I,10,4
San Joaquín,Presencial,ANT3002,Diseño y Ética de la Investigación Antropológica,10,4
San Joaquín,Presencial,ANT3005,Proyecto de Tesis Doctoral,30,4
San Joaquín,Presencial,ANT3006,Exámen de Candidatura Doctoral,10,4
San Joaquín,Presencial,ANT3026,Antropología del Género,5,4
San Joaquín,Presencial,ANT3031,Antropología del Estado,5,4
San Joaquín,Presencial,ANT3032,Naturaleza-Cultura: Perspectivas Filosóficas Contemporáneas,5,4
San Joaquín,Presencial,ANT303Q,Arqueología Avanzada I,10,4
San Joaquín,Presencial,ANT304Q,Interpretación en Arqueología,10,4
San Joaquín,Presencial,ANT305Q,Arqueología Cuantitativa,10,4
San Joaquín,Presencial,ANT310,Mediación e Interculturalidad,10,4
San Joaquín,Presencial,ANT310Q,Arqueología Avanzada III,10,4
San Joaquín,Presencial,ANT311Q,Arqueologías Políticas y las Formas del Poder,10,4
San Joaquín,Presencial,ANT312Q,Laboratorio I,10,4
San Joaquín,Presencial,ANT313Q,Arqueología de Chile II,10,4
San Joaquín,Presencial,ANT318Q,Arqueología y Empresa,10,4
San Joaquín,Presencial,ANT319Q,Arqueología y Ciencia,10,4
San Joaquín,Presencial,ANT320,Politicas Públicas,10,4
San Joaquín,Presencial,ANT320Q,Arqueología y Políticas Públicas,10,4
San Joaquín,Presencial,ANT330,Taller de Titulación,50,4
San Joaquín,Presencial,ANT405R,Cultura y Sociedad en la Región Andina,10,4
San Joaquín,Presencial,ANT503Q,Sistemas de Información Geográfica en Arqueología,10,4
San Joaquín,Presencial,ANT504Q,"Arqueología, Memoria y Derechos Humanos",10,4
Lo Contador,Presencial,ADU4002,Estado de la Investigacion en Arquitectura y Paisaje,10,5
Lo Contador,Presencial,ADU4003,"Etica, Arquitectura y Ciudad",10,5
Lo Contador,Presencial,ADU4042,Cartografía e Investigación. Santiago Como Objeto de Estudio y Tema de Representación,10,5
Lo Contador,Presencial,ADU4049,Aproximaciones a la Investigación,5,5
Lo Contador,Presencial,ADU4101,Proyecto de Tesis Doctoral,20,5
Lo Contador,Remoto con Act.Presencial,ADU4102,Examen de Candidatura Doctoral,10,5
Lo Contador,Presencial,ADU4102,Examen de Candidatura Doctoral,10,5
Lo Contador,Presencial,ADU4103,Tesis Doctoral I,40,5
Lo Contador,Remoto con Act.Presencial,ADU4103,Tesis Doctoral I,40,5
Lo Contador,Presencial,ADU4104,Tesis Doctoral II,40,5
Lo Contador,Presencial,ADU4105,Tesis Doctoral III,40,5
Lo Contador,Remoto con Act.Presencial,ADU4105,Tesis Doctoral III,40,5
Lo Contador,Presencial,ADU4106,Tesis Doctoral IV,40,5
Lo Contador,Presencial,ADU4108,Coloquio Doctoral I,0,5
Lo Contador,Presencial,ADU4109,Coloquio Doctoral II,0,5
Lo Contador,Remoto con Act.Presencial,ADU4110,Autoría Artículo Científico o Patente,0,5
Lo Contador,Remoto con Act.Presencial,ADU4111,Pasantía,0,5
Lo Contador,Presencial,ADU4112,Práctica Académica,0,5
Lo Contador,Híbrido,ADU4116,Las Ruinas Modernas en la Era Digital,5,5
Lo Contador,Presencial,ADU4121,Problemas Actuales en Arquitectura y Estudios Urbanos,10,5
Lo Contador,Remoto,ADU4123,Seminario de Tesis,30,5
Lo Contador,Presencial,AQA1100,Proyecto de Titulo I,25,5
Lo Contador,Presencial,AQA1200,Proyecto de Titulo II,25,5
Lo Contador,Presencial,AQC0100,Introducción a la Construcción,10,5
Lo Contador,Presencial,AQC0101,Práctica de Obras I,0,5
Lo Contador,Presencial,AQC0110,Elementos Estructurales: Fundamentos de Análisis y Diseño Estructural,10,5
Lo Contador,Presencial,AQC0200,Técnicas y Construcción,10,5
Lo Contador,Presencial,AQC0202,Práctica de Obras II,0,5
Lo Contador,Presencial,AQC0210,Forma Sismorresistente,10,5
Lo Contador,Presencial,AQC0300,"Instalaciones, Sistemas y Proyecto Arquitectónico",10,5
Lo Contador,Presencial,AQC1306,Iluminación Natural en Arquitectura y Diseño,5,5
Lo Contador,Presencial,AQC2010,Observación de la Construcción. Obras Notables en Chile,5,5
Lo Contador,Presencial,AQE6200,Taller de Modelos,10,5
Lo Contador,Presencial,AQH0000,Introducción a la Arquitectura,10,5
Lo Contador,Presencial,AQH0200,Arquitectura Antigua y Tradición Clásica,10,5
Lo Contador,Presencial,AQH0300,Arquitectura y la Tradición Moderna,10,5
Lo Contador,Presencial,AQH0400,Debates de la Arquitectura Contemporánea,10,5
Lo Contador,Presencial,AQI0001,Cmd Vive Salud: Construyendo Un Hábitat Saludable,10,5
Lo Contador,Presencial,AQI0002,Cmd Investigación en Pregrado Uc Propone Arquitectura,10,5
Lo Contador,Presencial,AQI0003,Diseño de Viviendas Saludables,10,5
Lo Contador,Presencial,AQI0203,Cmd el Mueble: la Construcción del Gesto,10,5
Lo Contador,Presencial,AQI0302,"Cmd Poetica del Habitar, Mundo Contemporaneo",10,5
Lo Contador,Presencial,AQO0100,Práctica de Oficina,0,5
Lo Contador,Presencial,AQP0703,Practica Profesional,15,5
Lo Contador,Presencial,AQP0802,Practica de Linea,8,5
Lo Contador,Presencial,AQR1000,Producción Digital I,5,5
Lo Contador,Presencial,AQR2000,Producción Digital II,5,5
Lo Contador,Presencial,AQS0100,Práctica de Servicio,0,5
Lo Contador,Presencial,AQT0000,Taller de Formación y Representación I,20,5
Lo Contador,Presencial,AQT006A,"Taller Investigación y Proyecto en Arquitectura, Ciudad y Paisaje",20,5
Lo Contador,Presencial,AQT006C,"Taller Investigación y Proyecto en Arquitectura, Ciudad y Paisaje",20,5
Lo Contador,Presencial,AQT006H,"Taller Investigación y Proyecto en Arquitectura, Ciudad y Paisaje",20,5
Lo Contador,Presencial,AQT006U,"Taller Investigación y Proyecto en Arquitectura, Ciudad y Paisaje",20,5
Lo Contador,Presencial,AQT007A,Taller Optativo Proyecto I,15,5
Lo Contador,Presencial,AQT007U,Taller Optativo Proyecto I,15,5
Lo Contador,Presencial,AQT008A,Taller Optativo Proyecto II,15,5
Lo Contador,Presencial,AQT009A,Taller Optativo de Proyecto III,15,5
Lo Contador,Presencial,AQT010T,Taller de Proyecto de Título I,20,5
Lo Contador,Presencial,AQT0200,Taller de Formación y Representación II,20,5
Lo Contador,Presencial,AQT020T,Taller de Proyecto de Título II,30,5
Lo Contador,Presencial,AQT0300,Taller de Formación y Representación III,20,5
Lo Contador,Presencial,AQT0400,Taller de Formación IV,20,5
Lo Contador,Presencial,AQT0500,Taller de Formación V,20,5
Lo Contador,Presencial,AQT100A,Taller de Proyecto de Título Marq,20,5
Lo Contador,Presencial,AQT100C,Taller de Proyecto de Título Mapc,20,5
Lo Contador,Presencial,AQT100E,Taller de Proyecto de Título Mase,20,5
Lo Contador,Presencial,AQT100P,Taller de Proyecto de Título Mapa,20,5
Lo Contador,Presencial,AQT100U,Taller de Proyecto de Título Mpur,20,5
Lo Contador,Presencial,AQU0000,Ciudad y Paisaje I: Introducción a la Forma Urbana y Territorial,10,5
Lo Contador,Presencial,AQU0200,Ciudad y Paisaje Ii: el Proyecto Urbano,10,5
Lo Contador,Presencial,AQU0300,Ciudad y Paisaje Iii: Urbanismo Desde el Paisaje,10,5
Lo Contador,Presencial,AQU0404,Ciudad y Paisaje Iv: Fenómenos Urbanos Contemporáneos,10,5
Lo Contador,Híbrido,ARQ3000,Formulación de Proyectos de Investigación,5,5
Lo Contador,Presencial,ARQ3000,Formulación de Proyectos de Investigación,5,5
Lo Contador,Híbrido,ARQ3001,Problemas de Arquitectura Contemporanea,10,5
Lo Contador,Presencial,ARQ3002,Arquitecturas en America Latina,10,5
Lo Contador,Presencial,ARQ3003,Tesis,40,5
Lo Contador,Híbrido,ARQ3009,Investigación Dirigida en Proyectos de Arquitectura,5,5
Lo Contador,Presencial,ARQ3009,Investigación Dirigida en Proyectos de Arquitectura,5,5
Lo Contador,Presencial,ARQ3023,"Hormigón y Naturaleza. Reología y Exploración de la Forma, Color y las Texturas del Concreto",10,5
Lo Contador,Presencial,ARQ3027,Escenas Urbanas,10,5
Lo Contador,Presencial,ARQ3044,Componentes de Arquitectura,10,5
Lo Contador,Híbrido,ARQ3049,Crítica de Arquitectura Contemporánea,10,5
Lo Contador,Presencial,ARQ3054,"Teoría y Práctica Fotográfica: Construcción de Una Lectura Sobre la Arq., la Ciudad y el Paisaje",10,5
Lo Contador,Híbrido,ARQ3070,Taller de Especialidad en Arquitectura Marq,15,5
Lo Contador,Presencial,ARQ3071,Taller de Investigación y Proyecto Marq,15,5
Lo Contador,Presencial,ARQ3075,Workshop Internacional de Arquitectura,5,5
Lo Contador,Híbrido,ARQ3080,Autores Fundamentales de la Historia de la Arquitectura,15,5
Lo Contador,Presencial,ARQ3090,Abriendo el Archivo. Fomentando Investigaciones Colectivas Desde el Archivo de Originales,10,5
Lo Contador,Híbrido,ARQ3097,Totalizadores,5,5
Lo Contador,Presencial,ARQ3099,La Oficina Como Proyecto,5,5
Lo Contador,Presencial,ARQ3100,Herramientas de Investigación,10,5
San Joaquín,Híbrido,ARQ3102,Gestacion y Ciclo de Vida del Proyecto,5,5
San Joaquín,Híbrido,ARQ3103,Taller Integrado de Gestión y Dirección de Proyectos Inmobiliarios Complejos,5,5
Lo Contador,Presencial,ARQ3107,Japón: Arquitecturas Residenciales Contemporáneas,10,5
Lo Contador,Presencial,ARQ3108,Prácticas Curatoriales,10,5
Lo Contador,Híbrido,ARQ3109,Argumentos Proyectuales,5,5
Lo Contador,Híbrido,ARQ3202,"Creando Patrimonio: Activación, Manejo y Financiamiento",10,5
Lo Contador,Híbrido,ARQ3204,Taller Patrimonio y Ciudad,10,5
Lo Contador,Híbrido,ARQ3205,Proyecto de Graduación,30,5
Lo Contador,Híbrido,ARQ3227,Patrimonio Cultural Inmaterial,5,5
Lo Contador,Híbrido,ARQ3228,"Paisajes Culturales. Conceptos y Métodos para Su Gestión, Planificación y Diseño",10,5
Lo Contador,Presencial,ARQ3230,Visualización y Representación de Paisajes,10,5
Lo Contador,Híbrido,ARQ3232,"Patrimonio Indígena, Gestión y Políticas de Reconocimiento",5,5
Lo Contador,Presencial,ARQ3234,Dronescapes: Tecnologías Avanzadas para la Caracterización Ambiental y Cultural del Paisaje,5,5
Lo Contador,Híbrido,ARQ3235,Paisaje Latinoamericano: Experiencias y Enfoques Interdisciplinarios,5,5
Lo Contador,Presencial,ARQ3236,"Formulación de Proyectos de Paisaje, Espacios Público y Patrimonio",5,5
Lo Contador,Presencial,ARQ3237,"Video, Paisaje y Territorio: Exploración Audiovisual del Entorno",5,5
Lo Contador,Presencial,ARQ3240,Terremotos y Patrimonio Construido,10,5
Lo Contador,Híbrido,ARQ3251,Patrimonio y Desarrollo Sustentable,5,5
